Transaction_ID,Transaction_Date,Store_ID,Store_Name,Region,State,City,Customer_ID,Customer_Type,Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Unit_Price,Quantity,Promotion,Discount,Revenue,Cost,Profit,Payment_Mode,Return_Flag
TRX010399,2023-04-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2551,Premium,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,1.75,33.25,10,23.25,Debit Card,N
TRX022575,2023-04-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C3463,Regular,PRD04,Budget Phone,Electronics,Smartphones,150,299,2,,0.0,598.0,300,298.0,Mobile App,N
TRX049951,2023-04-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C3778,Regular,PRD13,Bookshelf,Home & Garden,Furniture,40,120,2,Clearance,72.0,168.0,80,88.0,Mobile App,Y
TRX061168,2023-04-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C9886,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Gift Card,N
TRX078502,2023-04-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C2609,Regular,PRD10,Designer Blouse,Clothing,Womens,30,80,1,Holiday Sale,12.0,68.0,30,38.0,Gift Card,N
TRX071268,2023-04-01 00:00:00,ST004,Valley Center,West,California,San Jose,GUEST,Guest,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,3,,0.0,60.0,15,45.0,Debit Card,N
TRX012558,2023-04-01 00:00:00,ST004,Valley Center,West,California,San Jose,C7878,New,PRD06,Smart Watch,Electronics,Accessories,100,250,1,Weekend Special,25.0,225.0,100,125.0,Credit Card,N
TRX085291,2023-04-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C7883,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,1,,0.0,5.0,2,3.0,Cash,N
TRX098005,2023-04-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C6745,Regular,PRD04,Budget Phone,Electronics,Smartphones,150,299,2,,0.0,598.0,300,298.0,Gift Card,N
TRX024591,2023-04-01 00:00:00,ST004,Valley Center,West,California,San Jose,C8138,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,5,,2.0,38.0,15,23.0,Credit Card,N
TRX042523,2023-04-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C6121,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,2,,120.0,2280.0,1600,680.0,Credit Card,N
TRX056986,2023-04-01 00:00:00,ST004,Valley Center,West,California,San Jose,C2826,Premium,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,10,,250.0,4750.0,3000,1750.0,Credit Card,N
TRX004196,2023-04-01 00:00:00,ST004,Valley Center,West,California,San Jose,C5576,Regular,PRD15,Wall Art,Home & Garden,Decor,25,75,2,,0.0,150.0,50,100.0,Credit Card,N
TRX040176,2023-04-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C6791,New,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.0,8.0,3,5.0,Debit Card,N
TRX042480,2023-04-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C5965,Regular,PRD04,Budget Phone,Electronics,Smartphones,150,299,1,Holiday Sale,44.85,254.15,150,104.15,Mobile App,N
TRX029828,2023-04-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C7679,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,1,,0.0,5.0,2,3.0,Cash,N
TRX067426,2023-04-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C1443,Regular,PRD04,Budget Phone,Electronics,Smartphones,150,299,1,Clearance,89.7,209.3,150,59.30000000000001,Cash,N
TRX016189,2023-04-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C9359,New,PRD19,Sparkling Water,Groceries,Beverages,1,3,1,,0.0,3.0,1,2.0,Cash,N
TRX085456,2023-04-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C8055,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.0,8.0,3,5.0,Credit Card,N
TRX000806,2023-04-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C6366,New,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,Holiday Sale,180.0,1020.0,800,220.0,Mobile App,N
TRX099891,2023-04-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C3083,Premium,PRD19,Sparkling Water,Groceries,Beverages,1,3,2,,0.3,5.7,2,3.7,Credit Card,N
TRX078366,2023-04-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C3213,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,2,,0.0,1000.0,600,400.0,Credit Card,N
TRX020548,2023-04-01 00:00:00,ST002,Midtown Mall,East,New York,New York,C8200,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,2,,0.0,500.0,200,300.0,Gift Card,N
TRX061574,2023-04-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C1963,Regular,PRD14,Table Lamp,Home & Garden,Decor,15,40,2,BOGO,40.0,40.0,30,10.0,Credit Card,N
TRX067483,2023-04-01 00:00:00,ST002,Midtown Mall,East,New York,New York,C8586,Regular,PRD08,Jeans,Clothing,Mens,20,60,2,,0.0,120.0,40,80.0,Credit Card,N
TRX035300,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C3375,Regular,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,Holiday Sale,22.5,127.5,50,77.5,Debit Card,N
TRX074079,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C2033,Regular,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,5,,0.0,100.0,25,75.0,Credit Card,Y
TRX070095,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C5859,Premium,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,4.0,76.0,30,46.0,Debit Card,N
TRX084627,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C4775,Regular,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Credit Card,N
TRX014989,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C9885,New,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,4,Clearance,1440.0,3360.0,3200,160.0,Mobile App,N
TRX008361,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C3959,New,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,2,Weekend Special,4.0,36.0,10,26.0,Credit Card,N
TRX047020,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,GUEST,Guest,PRD14,Table Lamp,Home & Garden,Decor,15,40,1,,0.0,40.0,15,25.0,Credit Card,N
TRX031875,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C4243,Regular,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,1,,0.0,20.0,5,15.0,Debit Card,N
TRX071393,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C9095,Regular,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Credit Card,N
TRX025198,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C2491,Regular,PRD12,Office Chair,Home & Garden,Furniture,50,150,3,,0.0,450.0,150,300.0,Credit Card,N
TRX014865,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C5401,New,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,Weekend Special,120.0,1080.0,800,280.0,Gift Card,N
TRX005370,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C4331,Regular,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Gift Card,N
TRX092279,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C6720,Premium,PRD15,Wall Art,Home & Garden,Decor,25,75,1,,3.75,71.25,25,46.25,Cash,N
TRX063338,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C2388,Regular,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Credit Card,N
TRX045387,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C7658,New,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,0.0,35.0,10,25.0,Credit Card,N
TRX065188,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2580,Regular,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Credit Card,N
TRX072911,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,GUEST,Guest,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,2,Holiday Sale,6.0,34.0,10,24.0,Credit Card,N
TRX075907,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD04,Budget Phone,Electronics,Smartphones,150,299,1,,0.0,299.0,150,149.0,Credit Card,N
TRX017291,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C8496,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,3,Holiday Sale,4.8,19.2,9,10.2,Debit Card,N
TRX008839,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,GUEST,Guest,PRD16,Planter Set,Home & Garden,Garden,20,50,4,,0.0,200.0,80,120.0,Mobile App,N
TRX054326,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C7855,Regular,PRD09,Summer Dress,Clothing,Womens,15,45,1,Holiday Sale,6.75,38.25,15,23.25,Credit Card,N
TRX055458,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,GUEST,Guest,PRD16,Planter Set,Home & Garden,Garden,20,50,3,Clearance,45.0,105.0,60,45.0,Gift Card,N
TRX011044,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C3444,New,PRD09,Summer Dress,Clothing,Womens,15,45,1,,0.0,45.0,15,30.0,Mobile App,N
TRX011757,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C6765,New,PRD12,Office Chair,Home & Garden,Furniture,50,150,2,Clearance,90.0,210.0,100,110.0,Debit Card,N
TRX048231,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C1991,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.0,8.0,3,5.0,Cash,N
TRX003049,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C7871,Regular,PRD09,Summer Dress,Clothing,Womens,15,45,1,,0.0,45.0,15,30.0,Credit Card,N
TRX039166,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C2655,Premium,PRD08,Jeans,Clothing,Mens,20,60,1,,3.0,57.0,20,37.0,Cash,N
TRX045501,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,GUEST,Guest,PRD03,Flagship Phone,Electronics,Smartphones,500,999,2,Weekend Special,199.8,1798.2,1000,798.2,Cash,N
TRX071472,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Credit Card,N
TRX007128,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C8244,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,2,Weekend Special,50.0,450.0,200,250.0,Gift Card,Y
TRX030023,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C7469,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,BOGO,4.4,3.5999999999999996,3,0.5999999999999996,Credit Card,N
TRX048403,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C9095,New,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,,0.0,150.0,50,100.0,Debit Card,N
TRX016467,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C5467,Premium,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,4,,4.0,76.0,20,56.0,Mobile App,N
TRX051227,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C2511,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.4,7.6,3,4.6,Cash,N
TRX092729,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C2454,New,PRD20,Craft Coffee,Groceries,Beverages,5,15,1,,0.0,15.0,5,10.0,Debit Card,N
TRX030139,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,GUEST,Guest,PRD14,Table Lamp,Home & Garden,Decor,15,40,1,,0.0,40.0,15,25.0,Credit Card,N
TRX088773,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C7342,Regular,PRD20,Craft Coffee,Groceries,Beverages,5,15,2,Weekend Special,3.0,27.0,10,17.0,Credit Card,N
TRX036659,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C1724,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,60.0,1140.0,800,340.0,Cash,N
TRX021119,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C4061,Regular,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,0.0,1200.0,800,400.0,Cash,N
TRX055744,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C5810,Regular,PRD04,Budget Phone,Electronics,Smartphones,150,299,2,Weekend Special,59.8,538.2,300,238.20000000000005,Credit Card,N
TRX025481,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C6093,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,4,,0.0,1000.0,400,600.0,Debit Card,N
TRX031744,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Cash,N
TRX048218,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C4663,New,PRD20,Craft Coffee,Groceries,Beverages,5,15,2,Clearance,9.0,21.0,10,11.0,Debit Card,N
TRX040947,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C4365,New,PRD20,Craft Coffee,Groceries,Beverages,5,15,1,,0.0,15.0,5,10.0,Credit Card,N
TRX029184,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C4567,Regular,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Debit Card,N
TRX087925,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C6261,New,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,,0.0,150.0,50,100.0,Mobile App,N
TRX082156,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C1272,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,1,Holiday Sale,0.75,4.25,2,2.25,Debit Card,N
TRX048281,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C7721,Regular,PRD03,Flagship Phone,Electronics,Smartphones,500,999,2,Weekend Special,199.8,1798.2,1000,798.2,Debit Card,N
TRX083057,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C4770,New,PRD04,Budget Phone,Electronics,Smartphones,150,299,2,Weekend Special,59.8,538.2,300,238.20000000000005,Debit Card,N
TRX072799,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C4938,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Credit Card,N
TRX061235,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C2833,Regular,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Credit Card,N
TRX065418,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C4804,Regular,PRD20,Craft Coffee,Groceries,Beverages,5,15,2,,0.0,30.0,10,20.0,Credit Card,N
TRX011817,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C1251,Premium,PRD14,Table Lamp,Home & Garden,Decor,15,40,2,,4.0,76.0,30,46.0,Debit Card,N
TRX056941,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C9747,Premium,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,6.0,114.0,40,74.0,Credit Card,N
TRX022566,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C6881,New,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,Weekend Special,3.5,31.5,10,21.5,Credit Card,N
TRX051318,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C6625,Premium,PRD04,Budget Phone,Electronics,Smartphones,150,299,3,,44.85,852.15,450,402.15,Mobile App,N
TRX055607,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C3882,New,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,4,Clearance,118.8,277.2,120,157.2,Mobile App,N
TRX075842,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C6174,Premium,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,4.0,76.0,30,46.0,Credit Card,N
TRX035547,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,GUEST,Guest,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Mobile App,N
TRX033543,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C4756,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,3,,0.0,750.0,300,450.0,Credit Card,N
TRX005569,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C6397,New,PRD15,Wall Art,Home & Garden,Decor,25,75,1,,0.0,75.0,25,50.0,Debit Card,N
TRX009564,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C1940,Premium,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,1.75,33.25,10,23.25,Credit Card,N
TRX043755,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,UNKNOWN,Premium,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,6.0,114.0,40,74.0,Mobile App,N
TRX054447,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C3430,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,10,,0.0,5000.0,3000,2000.0,Cash,N
TRX063641,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C9247,New,PRD19,Sparkling Water,Groceries,Beverages,1,3,3,Weekend Special,0.9,8.1,3,5.1,Debit Card,N
TRX006491,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C1428,New,PRD08,Jeans,Clothing,Mens,20,60,1,,0.0,60.0,20,40.0,Debit Card,N
TRX064193,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,UNKNOWN,Guest,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,5,,0.0,100.0,25,75.0,Debit Card,N
TRX008173,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C7137,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,60.0,1140.0,800,340.0,Debit Card,N
TRX080712,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,GUEST,Guest,PRD04,Budget Phone,Electronics,Smartphones,150,299,1,,0.0,299.0,150,149.0,Debit Card,N
TRX064192,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C4109,New,PRD17,Organic Chips,Groceries,Snacks,2,5,1,Holiday Sale,0.75,4.25,2,2.25,Credit Card,N
TRX047619,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C7846,Premium,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,1,,1.0,19.0,5,14.0,Cash,N
TRX029703,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C3878,Premium,PRD14,Table Lamp,Home & Garden,Decor,15,40,1,Weekend Special,6.0,34.0,15,19.0,Cash,N
TRX026928,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C8449,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,1,,0.0,5.0,2,3.0,Gift Card,N
TRX043435,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD03,Flagship Phone,Electronics,Smartphones,500,999,2,Clearance,599.4,1398.6,1000,398.5999999999999,Credit Card,N
TRX069822,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C1166,Premium,PRD19,Sparkling Water,Groceries,Beverages,1,3,2,,0.3,5.7,2,3.7,Debit Card,N
TRX099053,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,UNKNOWN,Premium,PRD15,Wall Art,Home & Garden,Decor,25,75,1,,3.75,71.25,25,46.25,Credit Card,N
TRX092776,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C1565,New,PRD08,Jeans,Clothing,Mens,20,60,2,,0.0,120.0,40,80.0,Debit Card,N
TRX064178,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,GUEST,Guest,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,Weekend Special,0.8,7.2,3,4.2,Debit Card,N
TRX024044,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C6359,Premium,PRD16,Planter Set,Home & Garden,Garden,20,50,1,,2.5,47.5,20,27.5,Credit Card,N
TRX086425,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,2,,0.0,1000.0,600,400.0,Cash,N
TRX061019,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,GUEST,Guest,PRD20,Craft Coffee,Groceries,Beverages,5,15,4,,0.0,60.0,20,40.0,Debit Card,N
TRX086605,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C2616,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,2,Weekend Special,1.0,9.0,4,5.0,Cash,N
TRX064574,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C5114,Premium,PRD10,Designer Blouse,Clothing,Womens,30,80,1,Holiday Sale,16.0,64.0,30,34.0,Debit Card,N
TRX093872,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C1146,New,PRD15,Wall Art,Home & Garden,Decor,25,75,3,,0.0,225.0,75,150.0,Credit Card,N
TRX006549,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C4496,Regular,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Debit Card,N
TRX064383,2023-04-02 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C8001,Regular,PRD16,Planter Set,Home & Garden,Garden,20,50,2,Holiday Sale,15.0,85.0,40,45.0,Gift Card,N
TRX069762,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C4421,New,PRD16,Planter Set,Home & Garden,Garden,20,50,1,,0.0,50.0,20,30.0,Debit Card,N
TRX038106,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C1426,New,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,3,,0.0,60.0,15,45.0,Mobile App,N
TRX028045,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C3505,New,PRD06,Smart Watch,Electronics,Accessories,100,250,1,,0.0,250.0,100,150.0,Cash,N
TRX073351,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C9116,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,3,,0.0,24.0,9,15.0,Credit Card,N
TRX017660,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,UNKNOWN,Guest,PRD08,Jeans,Clothing,Mens,20,60,1,,0.0,60.0,20,40.0,Gift Card,N
TRX035011,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C6012,Premium,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,,7.5,142.5,50,92.5,Credit Card,N
TRX069690,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,UNKNOWN,New,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,,0.0,150.0,50,100.0,Debit Card,N
TRX026240,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C6901,New,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Credit Card,N
TRX073494,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C8704,Premium,PRD17,Organic Chips,Groceries,Snacks,2,5,1,,0.25,4.75,2,2.75,Credit Card,N
TRX080535,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C3150,Regular,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,2,,0.0,2400.0,1600,800.0,Credit Card,N
TRX029538,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C1640,Regular,PRD16,Planter Set,Home & Garden,Garden,20,50,2,,0.0,100.0,40,60.0,Mobile App,N
TRX052009,2023-04-02 00:00:00,ST002,Midtown Mall,East,New York,New York,C5376,Regular,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,1,Holiday Sale,14.85,84.15,30,54.150000000000006,Credit Card,N
TRX002803,2023-04-02 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,GUEST,Guest,PRD19,Sparkling Water,Groceries,Beverages,1,3,1,,0.0,3.0,1,2.0,Debit Card,N
TRX089396,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C4069,New,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,10,,0.0,200.0,50,150.0,Credit Card,N
TRX082901,2023-04-02 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C4048,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,2,,0.0,16.0,6,10.0,Credit Card,N
TRX045189,2023-04-02 00:00:00,ST004,Valley Center,West,California,San Jose,C2416,Regular,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,Holiday Sale,75.0,425.0,300,125.0,Debit Card,N
TRX055111,2023-04-02 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C5673,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,1,,0.0,5.0,2,3.0,Credit Card,N
TRX000903,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C3296,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.0,8.0,3,5.0,Mobile App,N
TRX075069,2023-04-02 00:00:00,ST009,Mountain View,West,Colorado,Denver,C8314,New,PRD16,Planter Set,Home & Garden,Garden,20,50,3,,0.0,150.0,60,90.0,Debit Card,N
TRX069382,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C8914,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,60.0,1140.0,800,340.0,Cash,N
TRX084466,2023-04-02 00:00:00,ST001,Downtown Superstore,East,New York,New York,C2749,New,PRD13,Bookshelf,Home & Garden,Furniture,40,120,3,,0.0,360.0,120,240.0,Credit Card,N
TRX047882,2023-04-02 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C8416,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,2,,0.0,10.0,4,6.0,Debit Card,N
TRX084489,2023-04-02 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,GUEST,Guest,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,2,,0.0,40.0,10,30.0,Cash,N
